,corpora/blog-posts/a-brief-history-of-periodic-power.txt,corpora/blog-posts/a-falsy-life.txt,corpora/blog-posts/a-memory-game.txt,corpora/blog-posts/a-tic-tac-toe-game.txt,corpora/blog-posts/a-tutorial-lesson-animated-circles-and-educational-programs.txt,corpora/blog-posts/a-very-long-title-and-a-very-short-post-just-for-testing.txt,corpora/blog-posts/abstracting-chaos-a-universal-goal.txt,corpora/blog-posts/acquired-taste.txt,corpora/blog-posts/acrostic.txt,corpora/blog-posts/adding-another-dimension.txt,corpora/blog-posts/ageless.txt,corpora/blog-posts/an-impromptu-preacher.txt,corpora/blog-posts/another-code-test.txt,corpora/blog-posts/another-posting-break.txt,corpora/blog-posts/anticipation-consuming-distraction-or-spirited-motivation.txt,corpora/blog-posts/back-to-coding-and-posting.txt,corpora/blog-posts/beef-with-superheroes.txt,corpora/blog-posts/better-rtc-with-webrtc.txt,corpora/blog-posts/blog-progress-136-days.txt,corpora/blog-posts/brainfudged.txt,corpora/blog-posts/bump.txt,corpora/blog-posts/button-mapping-journeys.txt,corpora/blog-posts/care-to-share-a-truth.txt,corpora/blog-posts/changing-standards.txt,corpora/blog-posts/chatroom-is-up.txt,corpora/blog-posts/church-of-prom.txt,corpora/blog-posts/code-opinions.txt,corpora/blog-posts/coding-with-someone-else.txt,corpora/blog-posts/comments.txt,corpora/blog-posts/confused-motivation.txt,corpora/blog-posts/consolidation.txt,corpora/blog-posts/diary-of-a-college-kid.txt,corpora/blog-posts/discovering-a-mathematical-reduction-method.txt,corpora/blog-posts/do-to-learn-learn-to-flow-flow-to-do.txt,corpora/blog-posts/dont-be-indifferent-deign-to-be-human.txt,corpora/blog-posts/dont-judge-a-movie-by-its-audience.txt,corpora/blog-posts/doubly-motivated.txt,corpora/blog-posts/dragon-in-training.txt,corpora/blog-posts/dream-catcher-072917.txt,corpora/blog-posts/dream-catcher-073017.txt,corpora/blog-posts/dream-catcher-073117.txt,corpora/blog-posts/dream-catcher-081017.txt,corpora/blog-posts/dream-catcher-081317.txt,corpora/blog-posts/dream-catcher-21818.txt,corpora/blog-posts/dream-catcher-21918.txt,corpora/blog-posts/excerpts-from-hamlet-analysis.txt,corpora/blog-posts/final-projects.txt,corpora/blog-posts/final-site-updates-for-now.txt,corpora/blog-posts/finished-thl-imports.txt,corpora/blog-posts/five-minutes.txt,corpora/blog-posts/floorage-and-this.txt,corpora/blog-posts/forgotten.txt,corpora/blog-posts/from-written-words-to-spoken-meaning.txt,corpora/blog-posts/frowns-and-smiles-baldness-sleep.txt,corpora/blog-posts/fun-with-fontawesome.txt,corpora/blog-posts/fun-with-gimp.txt,corpora/blog-posts/fun-with-google-chrome-extensions.txt,corpora/blog-posts/general-status-update.txt,corpora/blog-posts/geometric-gallery.txt,corpora/blog-posts/get-ready.txt,corpora/blog-posts/getting-a-life.txt,corpora/blog-posts/goddam-profanities.txt,corpora/blog-posts/going-with-the-popular-flow.txt,corpora/blog-posts/grendels-crisis-aesthetic-nihilism.txt,corpora/blog-posts/growing-into-high-society.txt,corpora/blog-posts/hello-world-new.txt,corpora/blog-posts/hello-world.txt,corpora/blog-posts/hidden-health-risks-of-holiday-candies.txt,corpora/blog-posts/holiday-break-for-the-nerd.txt,corpora/blog-posts/homework-reading-journals.txt,corpora/blog-posts/how-can-i-start-learning-to-code.txt,corpora/blog-posts/ignorance-knowledge-and-bubbles.txt,corpora/blog-posts/inbrowser-browser.txt,corpora/blog-posts/incorporating-the-past-thl-posts.txt,corpora/blog-posts/introducing-agenda.txt,corpora/blog-posts/introducing-babap.txt,corpora/blog-posts/introducing-flappy-bird.txt,corpora/blog-posts/introducing-remeet.txt,corpora/blog-posts/introducing-search.txt,corpora/blog-posts/introducing-word.txt,corpora/blog-posts/jinxed.txt,corpora/blog-posts/jinxing.txt,corpora/blog-posts/keep-calm-and-study-on--christmas.txt,corpora/blog-posts/little-things.txt,corpora/blog-posts/living-in-passes.txt,corpora/blog-posts/logo-shift.txt,corpora/blog-posts/lorem-ipsum.txt,corpora/blog-posts/losing-is-winning-perspective.txt,corpora/blog-posts/majestic-coding.txt,corpora/blog-posts/major-graphical-changes.txt,corpora/blog-posts/making-decisions-as-a-lonely-sisyphus.txt,corpora/blog-posts/meet-stackexchange-your-problems-answered-qa-style.txt,corpora/blog-posts/memoir-a-working-definition.txt,corpora/blog-posts/metametacognition.txt,corpora/blog-posts/midnight-memoirs.txt,corpora/blog-posts/mileage.txt,corpora/blog-posts/mindsight-in-hindsight.txt,corpora/blog-posts/minor-site-usability-updates.txt,corpora/blog-posts/more-hellos-to-the-world.txt,corpora/blog-posts/more-site-improvement-updates.txt,corpora/blog-posts/move-fast-and-break-things-but-fix-them.txt,corpora/blog-posts/mr-braggartpants.txt,corpora/blog-posts/my-apologies.txt,corpora/blog-posts/my-scary-geometric-face.txt,corpora/blog-posts/my-weak-strengths.txt,corpora/blog-posts/my-wonderful-tenthimpression.txt,corpora/blog-posts/new-post-images.txt,corpora/blog-posts/new-storage-structure.txt,corpora/blog-posts/new-web-apps.txt,corpora/blog-posts/newfound-editing-power.txt,corpora/blog-posts/nice-things-about-feet.txt,corpora/blog-posts/nothing-to-write-about.txt,corpora/blog-posts/on-aliens.txt,corpora/blog-posts/on-developing-a-linux-driver.txt,corpora/blog-posts/on-keeping-a-notebook.txt,corpora/blog-posts/on-preaching-myself.txt,corpora/blog-posts/on-rubiks-cubing.txt,corpora/blog-posts/on-trees.txt,corpora/blog-posts/one-foot-down.txt,corpora/blog-posts/optimize-optimize-optimize.txt,corpora/blog-posts/othelloinspired-synthetic-dialogue-rough-draft.txt,corpora/blog-posts/pets-behind-bars--the-right-choice.txt,corpora/blog-posts/planning-with-brainspaces.txt,corpora/blog-posts/post-generator-test.txt,corpora/blog-posts/post-viewing-updates.txt,corpora/blog-posts/potential-invention-ideas.txt,corpora/blog-posts/professional-kids.txt,corpora/blog-posts/projects-list.txt,corpora/blog-posts/proof-of-binets-formula.txt,corpora/blog-posts/quick-posting-debugging.txt,corpora/blog-posts/really-realtime.txt,corpora/blog-posts/reassurance.txt,corpora/blog-posts/reflective-remembrance-and-reinterpretation.txt,corpora/blog-posts/remembering-how-to-be.txt,corpora/blog-posts/rhetorical-analysis-a-time-to-break-silence.txt,corpora/blog-posts/rhetorical-analysis-jimmy-carters-essay.txt,corpora/blog-posts/rhetorical-analysis-let-there-be-dark.txt,corpora/blog-posts/rss-github-and-svgs.txt,corpora/blog-posts/second-best.txt,corpora/blog-posts/second-post.txt,corpora/blog-posts/senior-exit-thoughts.txt,corpora/blog-posts/site-improvements.txt,corpora/blog-posts/site-mixups.txt,corpora/blog-posts/site-update.txt,corpora/blog-posts/site-updates-114.txt,corpora/blog-posts/sketchy-hacking-potential.txt,corpora/blog-posts/smile-of-the-societal-selfie.txt,corpora/blog-posts/speller.txt,corpora/blog-posts/stages-of-learning.txt,corpora/blog-posts/stampede.txt,corpora/blog-posts/steamed-buns.txt,corpora/blog-posts/svgs.txt,corpora/blog-posts/taboo.txt,corpora/blog-posts/tarnish.txt,corpora/blog-posts/tech-todo-and-wanttodo.txt,corpora/blog-posts/technically-hellip-no.txt,corpora/blog-posts/temporary-posting-break.txt,corpora/blog-posts/the-american-dream.txt,corpora/blog-posts/the-high-school-life.txt,corpora/blog-posts/the-scholastic-compromise-between-quality-and-quantity.txt,corpora/blog-posts/the-thing-he-carried.txt,corpora/blog-posts/the-wonders-of-php.txt,corpora/blog-posts/tired.txt,corpora/blog-posts/to-keep-or-not-to-keep.txt,corpora/blog-posts/universe-game-chaos.txt,corpora/blog-posts/unquantifiable-smart.txt,corpora/blog-posts/updates-from-226.txt,corpora/blog-posts/valentines-day-poetry.txt,corpora/blog-posts/veikk-linux-driver-v3-notes.txt,corpora/blog-posts/warm-up-champion.txt,corpora/blog-posts/we-the-future.txt,corpora/blog-posts/welcome-juliet-the-blogger.txt,corpora/blog-posts/welp.txt,corpora/blog-posts/whisperers-and-shouters.txt,corpora/blog-posts/why-im-against-prom.txt,corpora/blog-posts/window-shopping-the-rich-mans-sport.txt
marathon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webpages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happy,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.2916666666666667,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fames,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.2592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407406,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
primis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sure,0.0,0.015625,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.04687499999999999,0.0,0.0,0.0,0.04687499999999999,0.0,0.0,0.03125,0.0,0.015625,0.0,0.0,0.015625,0.0,0.015625,0.0,0.015625,0.03125,0.0,0.0,0.04687500000000001,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.031249999999999997,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.0,0.0,0.0,0.10937499999999999,0.0,0.015625,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.015625,0.0
icons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
designed,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overall,0.0,0.2,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
